CODMU	MUNICIPIO	CODPROV
480638	Mendexa	48
311672	Mendigorria	31
341065	Meneses de Campos	34
060824	Mengabril	06
051257	Mengamuñoz	05
230618	Mengíbar	23
450993	Méntrida	45
480643	Meñaka	48
501651	Mequinenza	50
170998	Meranges	17
320473	Merca, A	32
070374	Mercadal, Es	07
060830	Mérida	06
092138	Merindad de Cuesta-Urria	09
092143	Merindad de Montija	09
099064	Merindad de Río Ubierna	09
092156	Merindad de Sotoscueva	09
092169	Merindad de Valdeporres	09
092175	Merindad de Valdivielso	09
390438	Meruelo	39
101203	Mesas de Ibor	10
161245	Mesas, Las	16
051260	Mesegar de Corneja	05
451007	Mesegar de Tajo	45
150471	Mesía	15
501664	Mesones de Isuela	50
130551	Mestanza	13
311688	Metauten	31
501670	Mezalocha	50
320489	Mezquita, A	32
441487	Mezquita de Jarque	44
101210	Miajadas	10
501686	Mianos	50
491178	Micereces de Tera	49
341071	Micieces de Ojeda	34
501699	Miedes de Aragón	50
191811	Miedes de Atienza	19
390443	Miengo	39
390456	Miera	39
171058	Mieres	17
330371	Mieres	33
191826	Mierla, La	19
371909	Mieza	37
079028	Migjorn Gran, Es	07
451014	Miguel Esteban	45
401288	Migueláñez	40
130564	Miguelturra	13
051276	Mijares	05
290705	Mijas	29
430831	Milà, El	43
311691	Milagro	31
092181	Milagros	09
371916	Milano, El	37
191847	Millana	19
101225	Millanes	10
461672	Millares	46
030860	Millena	03
491184	Milles de la Polvorosa	49
191832	Milmarcos	19
210499	Minas de Riotinto	21
020485	Minaya	02
161258	Minglanilla	16
051282	Mingorría	05
150487	Miño	15
421157	Miño de Medinaceli	42
421160	Miño de San Esteban	42
191850	Miñosa, La	19
161261	Mira	16
101231	Mirabel	10
191863	Mirabueno	19
280856	Miraflores de la Sierra	28
311705	Mirafuentes	31
251351	Miralcamp	25
191879	Miralrío	19
461688	Miramar	46
441490	Mirambel	44
311712	Miranda de Arga	31
371921	Miranda de Azán	37
092194	Miranda de Ebro	09
371937	Miranda del Castañar	37
060845	Mirandilla	06
092208	Miraveche	09
430846	Miravet	43
441503	Miravete de la Sierra	44
051295	Mirón, El	05
051309	Mironcillo	05
051316	Mirueña de los Infanzones	05
461691	Mislata	46
360293	Moaña	36
451029	Mocejón	45
191885	Mochales	19
181324	Moclín	18
290712	Moclinejo	29
092215	Modúbar de la Emparedada	09
150490	Moeche	15
350120	Mogán	35
371942	Mogarraz	37
461705	Mogente/Moixent	46
210502	Moguer	21
101246	Mohedas de Granadilla	10
451035	Mohedas de la Jara	45
191898	Mohernando	19
081385	Moià	08
040643	Mojácar	04
470908	Mojados	47
049032	Mojonera, La	04
491197	Molacillos	49
280869	Molar, El	28
430859	Molar, El	43
410634	Molares, Los	41
491201	Molezuelas de la Carballeda	49
191902	Molina de Aragón	19
300275	Molina de Segura	30
241008	Molinaseca	24
020498	Molinicos	02
371955	Molinillo	37
441510	Molinos	44
421176	Molinos de Duero	42
280875	Molinos, Los	28
081234	Molins de Rei	08
390469	Molledo	39
251370	Mollerussa	25
171061	Mollet de Peralada	17
081249	Mollet del Vallès	08
290727	Mollina	29
171077	Molló	17
251364	Molsosa, La	25
181330	Molvízar	18
051321	Mombeltrán	05
421182	Momblona	42
491218	Mombuey	49
181345	Monachil	18
191919	Monasterio	19
092236	Monasterio de la Sierra	09
092241	Monasterio de Rodilla	09
470915	Monasterio de Vega	47
461712	Moncada	46
092254	Moncalvillo	09
120770	Moncofa	12
290733	Monda	29
360307	Mondariz	36
360314	Mondariz-Balneario	36
191924	Mondéjar	19
270305	Mondoñedo	27
501703	Monegrillo	50
221552	Monesma y Cajigar	22
060858	Monesterio	06
501710	Moneva	50
491223	Monfarracinos	49
150503	Monfero	15
221565	Monflorite-Lascasas	22
371968	Monforte de la Sierra	37
270312	Monforte de Lemos	27
441525	Monforte de Moyuela	44
030882	Monforte del Cid	03
081287	Monistrol de Calders	08
081271	Monistrol de Montserrat	08
371974	Monleón	37
371980	Monleras	37
030895	Monóvar/Monòver	03
501725	Monreal de Ariza	50
441531	Monreal del Campo	44
161283	Monreal del Llano	16
311727	Monreal/Elo	31
101259	Monroy	10
441546	Monroyo	44
371993	Monsagro	37
051337	Monsalupe	05
171096	Montagut i Oix	17
441559	Montalbán	44
140403	Montalbán de Córdoba	14
161296	Montalbanejo	16
161300	Montalbo	16
020501	Montalvos	02
491239	Montamarta	49
120786	Montán	12
101262	Montánchez	10
120799	Montanejos	12
221571	Montanuy	22
191930	Montarrón	19
461733	Montaverner	46
430862	Montblanc	43
430884	Montbrió del Camp	43
081252	Montcada i Reixac	08
081304	Montclar	08
311733	Monteagudo	31
161317	Monteagudo de las Salinas	16
421195	Monteagudo de las Vicarías	42
441562	Monteagudo del Castillo	44
470920	Montealegre de Campos	47
020518	Montealegre del Castillo	02
451040	Montearagón	45
299039	Montecorto	29
320492	Montederramo	32
181358	Montefrío	18
101278	Montehermoso	10
290748	Montejaque	29
181361	Montejícar	18
372007	Montejo	37
401291	Montejo de Arévalo	40
280881	Montejo de la Sierra	28
401305	Montejo de la Vega de la Serrezuela	40
421209	Montejo de Tiermes	42
251399	Montellà i Martinet	25
410649	Montellano	41
140410	Montemayor	14
470936	Montemayor de Pililla	47
372014	Montemayor del Río	37
060861	Montemolín	06
421216	Montenegro de Cameros	42
501731	Monterde	50
441578	Monterde de Albarracín	44
320505	Monterrei	32
270327	Monterroso	27
401312	Monterrubio	40
372029	Monterrubio de Armuña	37
092267	Monterrubio de la Demanda	09
060877	Monterrubio de la Serena	06
372035	Monterrubio de la Sierra	37
461748	Montesa	46
451053	Montesclaros	45
039037	Montesinos, Los	03
081311	Montesquiu	08
251403	Montferrer i Castellbò	25
430897	Montferri	43
251386	Montgai	25
081265	Montgat	08
130570	Montiel	13
060883	Montijo	06
140425	Montilla	14
181377	Montillana	18
461751	Montitxelvo/Montichelvo	46
230623	Montizón	23
081326	Montmajor	08
081332	Montmaneu	08
430901	Montmell, El	43
081350	Montmeló	08
251425	Montoliu de Lleida	25
251410	Montoliu de Segarra	25
501746	Montón	50
092273	Montorio	09
251431	Montornès de Segarra	25
081363	Montornès del Vallès	08
140431	Montoro	14
430918	Mont-ral	43
171100	Mont-ras	17
430923	Mont-roig del Camp	43
461764	Montroi/Montroy	46
081379	Montseny	08
461727	Montserrat	46
070380	Montuïri	07
140446	Monturque	14
221587	Monzón	22
341087	Monzón de Campos	34
451066	Mora	45
441584	Mora de Rubielos	44
430939	Móra d'Ebre	43
430944	Móra la Nova	43
092289	Moradillo de Roa	09
130586	Moral de Calatrava	13
401327	Moral de Hornuez	40
470941	Moral de la Reina	47
491244	Moral de Sayago	49
181383	Moraleda de Zafayona	18
101284	Moraleja	10
280894	Moraleja de Enmedio	28
470954	Moraleja de las Panaderas	47
051342	Moraleja de Matacabras	05
491260	Moraleja de Sayago	49
491257	Moraleja del Vino	49
470967	Morales de Campos	47
491282	Morales de Rey	49
491295	Morales de Toro	49
491309	Morales de Valverde	49
491276	Morales del Vino	49
491316	Moralina	49
280908	Moralzarzal	28
360329	Moraña	36
372040	Morasverdes	37
501759	Morata de Jalón	50
501762	Morata de Jiloca	50
280915	Morata de Tajuña	28
300281	Moratalla	30
191945	Moratilla de los Meleros	19
341090	Moratinos	34
101297	Morcillo	10
330387	Morcín	33
010395	Moreda de Álava/Moreda Araba	01
189094	Morelábor	18
430957	Morell, El	43
120803	Morella	12
191958	Morenilla	19
311748	Morentin	31
430960	Morera de Montsant, La	43
060896	Morera, La	06
491321	Moreruela de los Infanzones	49
491337	Moreruela de Tábara	49
501778	Morés	50
480669	Morga	48
140459	Moriles	14
372053	Morille	37
372066	Moríñigo	37
372072	Moriscos	37
421237	Morón de Almazán	42
410652	Morón de la Frontera	41
372088	Moronta	37
501784	Moros	50
360335	Mos	36
441597	Moscardón	44
441601	Mosqueruela	44
280920	Móstoles	28
161322	Mota de Altarejos	16
161338	Mota del Cuervo	16
470973	Mota del Marqués	47
161343	Motilla del Palancar	16
020523	Motilleja	02
181400	Motril	18
161356	Moya	16
350136	Moya	35
501797	Moyuela	50
372091	Mozárbez	37
401348	Mozoncillo	40
501801	Mozota	50
470989	Mucientes	47
341104	Mudá	34
470992	Mudarra, La	47
191961	Muduex	19
501818	Muel	50
501823	Muela, La	50
491342	Muelas de los Caballeros	49
491355	Muelas del Pan	49
311751	Mues	31
491368	Muga de Sayago	49
150510	Mugardos	15
320512	Muíños	32
300294	Mula	30
480681	Mundaka	48
501839	Munébrega	50
020539	Munera	02
480694	Mungia	48
441618	Muniesa	44
260987	Munilla	26
480078	Munitibar-Arbatzegi Gerrikaitz	48
081290	Muntanyola	08
051355	Muñana	05
051368	Muñico	05
051380	Muñogalindo	05
051393	Muñogrande	05
051407	Muñomer del Peco	05
401351	Muñopedro	40
051414	Muñopepe	05
051429	Muñosancho	05
051435	Muñotello	05
401364	Muñoveros	40
081398	Mura	08
270333	Muras	27
311764	Murchante	31
300308	Murcia	30
501844	Murero	50
241015	Murias de Paredes	24
471006	Muriel	47
421242	Muriel de la Fuente	42
421255	Muriel Viejo	42
311770	Murieta	31
501857	Murillo de Gállego	50
260990	Murillo de Río Leza	26
311786	Murillo el Cuende	31
311799	Murillo el Fruto	31
030916	Murla	03
070393	Muro	07
261004	Muro de Aguas	26
030921	Muro de Alcoy	03
261011	Muro en Cameros	26
150531	Muros	15
330390	Muros de Nalón	33
181417	Murtas	18
489085	Murueta	48
311803	Muruzábal	31
461770	Museros	46
480715	Muskiz	48
200570	Mutiloa	20
200564	Mutriku	20
030909	Mutxamel	03
150525	Muxía	15
480675	Muxika	48
489098	Nabarniz	48
040656	Nacimiento	04
421274	Nafría de Ucero	42
261026	Nájera	26
261032	Nalda	26
251459	Nalec	25
451072	Nambroca	45
461786	Nàquera/Náquera	46
161375	Narboneta	16
150546	Narón	15
051440	Narrillos del Álamo	05
051453	Narrillos del Rebollar	05
421280	Narros	42
372112	Narros de Matalayegua	37
051491	Narros de Saldueña	05
051472	Narros del Castillo	05
051488	Narros del Puerto	05
250254	Naut Aran	25
330404	Nava	33
051526	Nava de Arévalo	05
372133	Nava de Béjar	37
372148	Nava de Francia	37
401386	Nava de la Asunción	40
451088	Nava de Ricomalillo, La	45
092292	Nava de Roa	09
060900	Nava de Santiago, La	06
372151	Nava de Sotrobal	37
051532	Nava del Barco	05
471013	Nava del Rey	47
210519	Nava, La	21
372127	Navacarros	37
051511	Navacepedilla de Corneja	05
280936	Navacerrada	28
101301	Navaconcejo	10
051547	Navadijos	05
051550	Navaescurial	05
401399	Navafría	40
451091	Navahermosa	45
051563	Navahondilla	05
120810	Navajas	12
261047	Navajún	26
221604	Naval	22
051579	Navalacruz	05
280941	Navalafuente	28
280954	Navalagamella	28
451105	Navalcán	45
280967	Navalcarnero	28
421293	Navaleno	42
372164	Navales	37
401403	Navalilla	40
401410	Navalmanzano	40
051585	Navalmoral	05
372170	Navalmoral de Béjar	37
101318	Navalmoral de la Mata	10
451112	Navalmoralejo	45
451127	Navalmorales, Los	45
051598	Navalonguilla	05
051602	Navalosa	05
051619	Navalperal de Pinares	05
051624	Navalperal de Tormes	05
130599	Navalpino	13
451133	Navalucillos, Los	45
051630	Navaluenga	05
101323	Navalvillar de Ibor	10
060917	Navalvillar de Pela	06
372186	Navamorales	37
451148	Navamorcuende	45
051645	Navaquesera	05
081402	Navarcles	08
501860	Navardún	50
401425	Navares de Ayuso	40
401431	Navares de Enmedio	40
401446	Navares de las Cuevas	40
010416	Navaridas	01
051658	Navarredonda de Gredos	05
372199	Navarredonda de la Rinconada	37
280973	Navarredonda y San Mamés	28
051661	Navarredondilla	05
461799	Navarrés	46
261050	Navarrete	26
051677	Navarrevisca	05
081419	Navàs	08
092306	Navas de Bureba	09
130603	Navas de Estena	13
191977	Navas de Jadraque, Las	19
020544	Navas de Jorquera	02
410665	Navas de la Concepción, Las	41
401459	Navas de Oro	40
409046	Navas de Riofrío	40
401462	Navas de San Antonio	40
230639	Navas de San Juan	23
101339	Navas del Madroño	10
051683	Navas del Marqués, Las	05
280992	Navas del Rey	28
311810	Navascués/Nabaskoze	31
372210	Navasfrías	37
171117	Navata	17
051696	Navatalgordo	05
051700	Navatejares	05
251462	Navès	25
101344	Navezuelas	10
330411	Navia	33
270348	Navia de Suarna	27
491374	Navianos de Valverde	49
311825	Nazar	31
092313	Nebreda	09
150559	Neda	15
191983	Negredo	19
150562	Negreira	15
372225	Negrilla de Palencia	37
270351	Negueira de Muñiz	27
092328	Neila	09
051717	Neila de San Miguel	05
421307	Nepas	42
290751	Nerja	29
020557	Nerpio	02
210524	Nerva	21
261063	Nestares	26
189038	Nevada	18
360340	Neves, As	36
210530	Niebla	21
401484	Nieva	40
261079	Nieva de Cameros	26
360353	Nigrán	36
181438	Nigüelas	18
501876	Nigüella	50
051722	Niharra	05
040669	Níjar	04
181443	Nívar	18
310885	Noáin (Valle de Elorz)/Noain (Elortzibar)	31
230644	Noalejo	23
451151	Noblejas	45
241020	Noceda del Bierzo	24
451164	Noez	45
270370	Nogais, As	27
341126	Nogal de las Huertas	34
060922	Nogales	06
320527	Nogueira de Ramuín	32
441639	Noguera de Albarracín	44
441644	Nogueras	44
441657	Nogueruelas	44
150578	Noia	15
390475	Noja	39
421314	Nolay	42
451170	Nombela	45
501882	Nombrevilla	50
501895	Nonaspe	50
330426	Noreña	33
081424	Nou de Berguedà, La	08
430976	Nou de Gaià, La	43
221626	Novales	22
501909	Novallas	50
030937	Novelda	03
461803	Novelé/Novetlè	46
451186	Novés	45
421329	Noviercas	42
501916	Novillas	50
030942	Nucia, la	03
221632	Nueno	22
140462	Nueva Carteya	14
471028	Nueva Villa de las Torres	47
501921	Nuévalos	50
281006	Nuevo Baztán	28
501937	Nuez de Ebro	50
120825	Nules	12
430982	Nulles	43
451199	Numancia de la Sagra	45
451203	Nuño Gómez	45
101357	Nuñomoral	10
311831	Obanos	31
140478	Obejo	14
441676	Obón	44
451210	Ocaña	45
191996	Ocentejo	19
311859	Ochagavía/Otsagabia	31
261098	Ochánduri	26
311846	Oco	31
261085	Ocón	26
251484	Odèn	25
081430	Òdena	08
311862	Odieta	31
441682	Odón	44
241036	Oencia	24
171122	Ogassa	17
181456	Ogíjares	18
040675	Ohanes	04
360366	Oia	36
200631	Oiartzun	20
320533	Oímbra	32
311878	Oiz	31
261102	Ojacastro	26
290764	Ojén	29
300315	Ojós	30
441695	Ojos Negros	44
051738	Ojos-Albos	05
010421	Okondo	01
200586	Olaberria	20
311884	Olaibar	31
311897	Olazti/Olazagutía	31
441716	Olba	44
341132	Olea de Boedo	34
150584	Oleiros	15
311901	Olejua	31
081458	Olèrdola	08
081461	Olesa de Bonesvalls	08
081477	Olesa de Montserrat	08
251497	Oliana	25
451225	Olías del Rey	45
441721	Oliete	44
251500	Oliola	25
311918	Olite/Erriberri	31
251517	Olius	25
461810	Oliva	46
060938	Oliva de la Frontera	06
060943	Oliva de Mérida	06
101360	Oliva de Plasencia	10
350141	Oliva, La	35
192000	Olivar, El	19
410671	Olivares	41
471034	Olivares de Duero	47
161394	Olivares de Júcar	16
081483	Olivella	08
060956	Olivenza	06
261119	Ollauri	26
461831	Olleria, l'	46
192017	Olmeda de Cobeta	19
192022	Olmeda de Jadraque, La	19
161408	Olmeda de la Cuesta	16
281013	Olmeda de las Fuentes	28
161415	Olmeda del Rey	16
161420	Olmedilla de Alarcón	16
161436	Olmedilla de Eliz	16
092352	Olmedillo de Roa	09
471049	Olmedo	47
372231	Olmedo de Camaces	37
491380	Olmillos de Castro	49
092365	Olmillos de Muñó	09
471052	Olmos de Esgueva	47
341147	Olmos de Ojeda	34
471065	Olmos de Peñafiel	47
441737	Olmos, Los	44
461825	Olocau	46
120831	Olocau del Rey	12
401497	Olombrada	40
311923	Olóriz/Oloritz	31
081496	Olost	08
171143	Olot	17
251522	Oluges, Les	25
040681	Olula de Castro	04
040694	Olula del Río	04
081445	Olvan	08
421340	Ólvega	42
221647	Olvena	22
110244	Olvera	11
501942	Olvés	50
241041	Omañas, Las	24
251538	Omellons, Els	25
251543	Omells de na Gaia, Els	25
421353	Oncala	42
120846	Onda	12
030955	Ondara	03
480736	Ondarroa	48
030968	Onil	03
330432	Onís	33
451231	Ontígola	45
461846	Ontinyent	46
221650	Ontiñena	22
020560	Ontur	02
241054	Onzonilla	24
092387	Oña	09
200599	Oñati	20
092390	Oquillas	09
030974	Orba	03
372246	Orbada, La	37
311957	Orbaizeta	31
092411	Orbaneja Riopico	09
311960	Orbara	31
051743	Orbita	05
501955	Orcajo	50
181469	Orce	18
230657	Orcera	23
150597	Ordes	15
192038	Ordial, El	19
171156	Ordis	17
200760	Ordizia	20
192043	Orea	19
401500	Orejana	40
060969	Orellana de la Sierra	06
060975	Orellana la Vieja	06
209053	Orendain	20
501968	Orera	50
501974	Orés	50
200603	Orexa	20
251556	Organyà	25
451246	Orgaz	45
181475	Órgiva	18
040708	Oria	04
030993	Orihuela	03
441742	Orihuela del Tremedal	44
200610	Orio	20
081509	Orís	08
311976	Orísoain	31
081516	Oristà	08
319061	Orkoien	31
200625	Ormaiztegi	20
311982	Oronz/Orontze	31
451259	Oropesa	45
120859	Oropesa del Mar/Orpesa	12
150601	Oroso	15
380260	Orotava, La	38
311995	Oroz-Betelu/Orotz-Betelu	31
480754	Orozko	48
081521	Orpí	08
312114	Orreaga/Roncesvalles	31
441755	Orrios	44
081537	Òrrius	08
261124	Ortigosa de Cameros	26
401517	Ortigosa de Pestaño	40
409010	Ortigosa del Monte	40
150618	Ortigueira	15
480834	Ortuella	48
281028	Orusco de Tajuña	28
030980	Orxeta	03
251569	Os de Balaguer	25
161454	Osa de la Vega	16
501980	Oseja	50
241067	Oseja de Sajambre	24
501993	Osera de Ebro	50
051756	Oso, El	05
171169	Osor	17
341163	Osornillo	34
349015	Osorno la Mayor	34
020576	Ossa de Montiel	02
221679	Osso de Cinca	22
251575	Ossó de Sió	25
410687	Osuna	41
312009	Oteiza	31
451262	Otero	45
491393	Otero de Bodas	49
401522	Otero de Herreros	40
181481	Otívar	18
461859	Otos	46
480720	Otxandio	48
320548	Ourense	32
270386	Ourol	27
270399	Outeiro de Rei	27
150623	Outes	15
330447	Oviedo	33
010437	Oyón-Oion	01
159027	Oza-Cesuras	15
081542	Pacs del Penedès	08
150644	Paderne	15
320551	Paderne de Allariz	32
051769	Padiernos	05
092426	Padilla de Abajo	09
092432	Padilla de Arriba	09
320564	Padrenda	32
150657	Padrón	15
092447	Padrones de Bureba	09
181507	Padul	18
040715	Padules	04
461862	Paiporta	46
350154	Pájara	35
401543	Pajarejos	40
051775	Pajares de Adaja	05
372259	Pajares de la Laguna	37
491414	Pajares de la Lampreana	49
241073	Pajares de los Oteros	24
161467	Pajarón	16
161473	Pajaroncillo	16
051781	Palacios de Goda	05
092463	Palacios de la Sierra	09
241089	Palacios de la Valduerna	24
092479	Palacios de Riopisuerga	09
491435	Palacios de Sanabria	49
372262	Palacios del Arzobispo	37
491429	Palacios del Pan	49
241092	Palacios del Sil	24
410690	Palacios y Villafranca, Los	41
372284	Palaciosrubios	37
081555	Palafolls	08
171175	Palafrugell	17
171181	Palamós	17
120878	Palanques	12
270403	Palas de Rei	27
251581	Palau d'Anglesola, El	25
171194	Palau de Santa Eulàlia	17
171215	Palau-sator	17
171208	Palau-saverdera	17
081568	Palau-solità i Plegamans	08
471090	Palazuelo de Vedija	47
401556	Palazuelos de Eresma	40
092485	Palazuelos de la Sierra	09
092498	Palazuelos de Muñó	09
341202	Palencia	34
372297	Palencia de Negrilla	37
140484	Palenciana	14
341219	Palenzuela	34
431009	Pallaresos, Els	43
081574	Pallejà	08
070407	Palma	07
089058	Palma de Cervelló, La	08
461878	Palma de Gandía	46
430995	Palma d'Ebre, La	43
210545	Palma del Condado, La	21
140497	Palma del Río	14
192081	Pálmaces de Jadraque	19
419043	Palmar de Troya, El	41
350167	Palmas de Gran Canaria, Las	35
461884	Palmera	46
221685	Palo	22
171236	Palol de Revardit	17
441768	Palomar de Arroyos	44
461897	Palomar, el	46
161489	Palomares del Campo	16
410704	Palomares del Río	41
060981	Palomas	06
451278	Palomeque	45
161492	Palomera	16
101376	Palomero	10
210558	Palos de la Frontera	21
171241	Pals	17
181514	Pampaneira	18
092501	Pampliega	09
312016	Pamplona/Iruña	31
092518	Pancorbo	09
441774	Pancrudo	44
502007	Paniza	50
221702	Panticosa	22
451284	Pantoja	45
270410	Pantón	27
051794	Papatrigo	05
081580	Papiol, El	08
161505	Paracuellos	16
281049	Paracuellos de Jarama	28
502014	Paracuellos de Jiloca	50
502029	Paracuellos de la Ribera	50
372301	Parada de Arriba	37
372318	Parada de Rubiales	37
320570	Parada de Sil	32
410711	Paradas	41
270425	Paradela	27
372323	Paradinas de San Juan	37
341224	Páramo de Boedo	34
241106	Páramo del Sil	24
270431	Páramo, O	27
290770	Parauta	29
031007	Parcent	03
092539	Pardilla	09
171254	Pardines	17
192094	Pardos	19
161512	Paredes	16
451297	Paredes de Escalona	45
341230	Paredes de Nava	34
192108	Paredes de Sigüenza	19
192115	Pareja	19
081593	Parets del Vallès	08
281065	Parla	28
171267	Parlavà	17
161527	Parra de las Vegas, La	16
060994	Parra, La	06
051808	Parral, El	05
441780	Parras de Castellote, Las	44
330450	Parres	33
471104	Parrilla, La	47
451301	Parrillas	45
040720	Partaloa	04
092557	Partido de la Sierra en Tobalina	09
200646	Pasaia	20
101382	Pasarón de la Vera	10
051815	Pascualcobo	05
380276	Paso, El	38
431016	Passanant i Belltall	43
372339	Pastores	37
270446	Pastoriza, A	27
192120	Pastrana	19
502035	Pastriz	50
461901	Paterna	46
110257	Paterna de Rivera	11
210561	Paterna del Campo	21
020582	Paterna del Madera	02
040736	Paterna del Río	04
281071	Patones	28
171289	Pau	17
431021	Paüls	43
120884	Pavías	12
210577	Paymogo	21
341245	Payo de Ojeda	34
372344	Payo, El	37
360372	Pazos de Borbén	36
261130	Pazuengos	26
230660	Peal de Becerro	23
040741	Pechina	04
161533	Pedernoso, El	16
270459	Pedrafita do Cebreiro	27
471111	Pedraja de Portillo, La	47
471126	Pedrajas de San Esteban	47
461918	Pedralba	46
491453	Pedralba de la Pradería	49
401569	Pedraza	40
372357	Pedraza de Alba	37
341258	Pedraza de Campos	34
192136	Pedregal, El	19
031014	Pedreguer	03
410726	Pedrera	41
171292	Pedret i Marzà	17
281087	Pedrezuela	28
140500	Pedro Abad	14
051820	Pedro Bernardo	05
181529	Pedro Martínez	18
130610	Pedro Muñoz	13
140517	Pedroche	14
502040	Pedrola	50
161548	Pedroñeras, Las	16
051836	Pedro-Rodríguez	05
092560	Pedrosa de Duero	09
341261	Pedrosa de la Vega	34
092595	Pedrosa de Río Úrbel	09
092576	Pedrosa del Páramo	09
092582	Pedrosa del Príncipe	09
471132	Pedrosa del Rey	47
502053	Pedrosas, Las	50
372360	Pedrosillo de Alba	37
372376	Pedrosillo de los Aires	37
372382	Pedrosillo el Ralo	37
261145	Pedroso	26
101395	Pedroso de Acim	10
372395	Pedroso de la Armuña, El	37
410732	Pedroso, El	41
230676	Pegalajar	23
031029	Pego	03
491466	Pego, El	49
051841	Peguerinos	05
372409	Pelabravo	37
451318	Pelahustán	45
372416	Pelarrodríguez	37
372421	Pelayos	37
281090	Pelayos de la Presa	28
401575	Pelayos del Arroyo	40
491472	Peleagonzalo	49
491488	Peleas de Abajo	49
181535	Peligros	18
390481	Penagos	39
031035	Penàguila	03
251641	Penelles	25
120897	Peníscola/Peñíscola	12
372437	Peña, La	37
372442	Peñacaballera	37
010442	Peñacerrada-Urizaharra	01
471147	Peñafiel	47
410747	Peñaflor	41
471150	Peñaflor de Hornija	47
221724	Peñalba	22
051854	Peñalba de Ávila	05
192141	Peñalén	19
061008	Peñalsordo	06
192154	Peñalver	19
330463	Peñamellera Alta	33
330479	Peñamellera Baja	33
372455	Peñaparda	37
372468	Peñaranda de Bracamonte	37
092616	Peñaranda de Duero	09
372474	Peñarandilla	37
441793	Peñarroya de Tastavins	44
140522	Peñarroya-Pueblonuevo	14
390494	Peñarrubia	39
221730	Peñas de Riglos, Las	22
020609	Peñas de San Pedro	02
020595	Peñascosa	02
491491	Peñausende	49
451323	Pepino	45
491504	Peque	49
171306	Pera, La	17
441807	Peracense	44
081607	Perafita	08
431037	Perafort	43
092621	Peral de Arlanza	09
161551	Peral, El	16
171328	Peralada	17
101409	Peraleda de la Mata	10
101416	Peraleda de San Román	10
061015	Peraleda del Zaucejo	06
161564	Peraleja, La	16
441814	Peralejos	44
372480	Peralejos de Abajo	37
372493	Peralejos de Arriba	37
192167	Peralejos de las Truchas	19
341277	Perales	34
281104	Perales de Tajuña	28
441829	Perales del Alfambra	44
101421	Perales del Puerto	10
221745	Peralta de Alcofea	22
221758	Peralta de Calasanz	22
312021	Peralta/Azkoien	31
221761	Peraltilla	22
192173	Peralveche	19
251654	Peramola	25
241128	Peranzanes	24
221777	Perarrúa	22
491511	Perdigón, El	49
502066	Perdiguera	50
320586	Pereiro de Aguiar, O	32
431042	Perelló, El	43
372506	Pereña de la Ribera	37
491526	Pereruela	49
290799	Periana	29
491532	Perilla de Castro	49
349041	Pernía, La	34
372513	Peromingo	37
401581	Perosillo	40
320599	Peroxa, A	32
221783	Pertusa	22
390507	Pesaguero	39
101437	Pescueza	10
101442	Pesga, La	10
330485	Pesoz	33
390514	Pesquera	39
471163	Pesquera de Duero	47
161570	Pesquera, La	16
312037	Petilla de Aragón	31
320603	Petín	32
070414	Petra	07
031040	Petrer	03
461923	Petrés	46
020616	Pétrola	02
181540	Peza, La	18
281111	Pezuela de las Torres	28
491547	Pías	49
461939	Picanya	46
461944	Picassent	46
161586	Picazo, El	16
130625	Picón	13
130631	Piedrabuena	13
051867	Piedrahíta	05
491550	Piedrahita de Castro	49
051873	Piedralaves	05
312042	Piedramillera	31
101455	Piedras Albas	10
502072	Piedratajada	50
390529	Piélagos	39
081614	Piera	08
092655	Piérnigas	09
039021	Pilar de la Horadada	03
410750	Pilas	41
461957	Piles	46
431055	Piles, Les	43
330498	Piloña	33
502088	Pina de Ebro	50
120901	Pina de Montalgrao	12
389013	Pinar de El Hierro, El	38
189108	Pinar, El	18
161599	Pinarejo	16
401594	Pinarejos	40
401608	Pinarnegrillo	40
161603	Pineda de Gigüela	16
092668	Pineda de la Sierra	09
081635	Pineda de Mar	08
092674	Pineda Trasmonte	09
372528	Pinedas	37
431068	Pinell de Brai, El	43
251667	Pinell de Solsonès	25
461960	Pinet	46
192189	Pinilla de Jadraque	19
092680	Pinilla de los Barruecos	09
092693	Pinilla de los Moros	09
192192	Pinilla de Molina	19
491563	Pinilla de Toro	49
421391	Pinilla del Campo	42
281126	Pinilla del Valle	28
092707	Pinilla Trasmonte	09
261158	Pinillos	26
372534	Pino de Tormes, El	37
491579	Pino del Oro	49
341296	Pino del Río	34
150660	Pino, O	15
101468	Pinofranqueado	10
251673	Pinós	25
031053	Pinós, el/Pinoso	03
181572	Pinos Genil	18
181588	Pinos Puente	18
502091	Pinseque	50
502105	Pintanos, Los	50
281132	Pinto	28
341300	Piña de Campos	34
471179	Piña de Esgueva	47
181591	Píñar	18
471185	Piñel de Abajo	47
471198	Piñel de Arriba	47
491585	Piñero, El	49
320610	Piñor	32
281147	Piñuécar-Gandullas	28
101474	Piornal	10
192206	Pioz	19
192213	Piqueras	19
161610	Piqueras del Castillo	16
431074	Pira	43
221817	Piracés	22
441835	Pitarque	44
372549	Pitiegua	37
312055	Pitillas	31
290803	Pizarra	29
372552	Pizarral	37
431080	Pla de Santa Maria, El	43
081640	Pla del Penedès, El	08
221822	Plan	22
031066	Planes	03
171334	Planes d'Hostoles, Les	17
171349	Planoles	17
259118	Plans de Sió, Els	25
101480	Plasencia	10
