CCN	CODCNH	Nombre Centro	Cód. Provincia	Provincia	Cód. CCAA	CCAA	AD	Cod Concierto	Concierto	Forma parte Complejo	CODIDCOM	Nombre del Complejo	Es Comlejo	ALTA	TAC	RMN	GAM	HEM	ASD	LIT	BCO	ALI	SPECT	PET	MAMO	DO	DIAL
	240191	Complejo Asistencial Universitario de León	24	León	07	Castilla y León	S	01	Sin concierto	N			S	N	4	2	1	2	2	1	0	3	3	1	2	1	32
0705000769	050013	Hospital Nuestra Señora de Sonsoles	05	Ávila	07	Castilla y León	DC	DC	DC	S	050061	Complejo Asistencial de Ávila	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0705000770	050049	Hospital Santa Teresa	05	Ávila	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	0	0	1	0	0	0	0	1	1	0
0724001714	240074	Hospital HM San Francisco	24	León	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	1	0	0	0	0	0	0	0	1	1	0
0724001717	240188	Hospital San Juan de Dios León	24	León	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0724001722	240093	Hospital Santa Isabel. Complejo Asistencial Universitario de León.	24	León	07	Castilla y León	DC	DC	DC	S	240191	Complejo Asistencial Universitario de León	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0740000778	400019	Hospital General de Segovia Complejo Asistencial de Segovia	40	Segovia	07	Castilla y León	S	01	Sin concierto	N			N	N	2	1	0	0	0	0	0	0	0	0	2	1	21
0742000617	420011	Hospital Santa Barbara ,Complejo Asistencial de Soria	42	Soria	07	Castilla y León	DC	DC	DC	S	420040	Complejo Asistencial de Soria	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0747001316	470105	Hospital de Valladolid Felipe Ir	47	Valladolid	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	0	0	1	0	0	0	0	0	0	0
0747001322	470072	Centro Hospitalario Benito Menni	47	Valladolid	07	Castilla y León	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
	490070	Complejo Asistencial de Zamora	49	Zamora	07	Castilla y León	S	01	Sin concierto	N			S	N	4	1	0	0	1	0	0	1	0	0	3	1	47
	340063	Complejo Asistencial Universitario de Palencia	34	Palencia	07	Castilla y León	S	01	Sin concierto	N			S	N	2	1	0	0	0	0	0	0	0	0	3	1	30
	370016	Complejo Asistencial Universitario de Salamanca	37	Salamanca	07	Castilla y León	S	01	Sin concierto	N			S	N	5	5	1	2	3	0	0	4	3	2	5	1	52
	420040	Complejo Asistencial de Soria	42	Soria	07	Castilla y León	S	01	Sin concierto	N			S	N	2	1	0	0	0	0	0	0	0	0	1	1	30
0705000771	050034	Hospital Provincial de Ávila	05	Ávila	07	Castilla y León	DC	DC	DC	S	050061	Complejo Asistencial de Ávila	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0709001373	090155	Hospital Universitario de Burgos. Complejo Asistencial Universitario de Burgos	09	Burgos	07	Castilla y León	DC	DC	DC	S	090133	Complejo Asistencial Universitario de Burgos	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0709001376	090026	Hospital Fuente Bermeja. Complejo Asistencial Universitario de Burgos.	09	Burgos	07	Castilla y León	DC	DC	DC	S	090133	Complejo Asistencial Universitario de Burgos	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0724001712	240016	Hospital de León. Complejo Asistencial Universitario de León.	24	León	07	Castilla y León	DC	DC	DC	S	240191	Complejo Asistencial Universitario de León	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0724001719	240021	Hospital Monte San Isidro. Complejo Asistencial Universitario de León.	24	León	07	Castilla y León	DC	DC	DC	S	240191	Complejo Asistencial Universitario de León	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0734000718	340014	Hospital Rio Carrión. Complejo Asistencial Universitario de Palencia.	34	Palencia	07	Castilla y León	DC	DC	DC	S	340063	Complejo Asistencial Universitario de Palencia	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0734000719	340029	Hospital San Telmo. Complejo Asistencial Universitario de Palencia.	34	Palencia	07	Castilla y León	DC	DC	DC	S	340063	Complejo Asistencial Universitario de Palencia	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0737001403	370037	Hospital Universitario de Salamanca. Complejo Asistencial Universitario de Salmanca	37	Salamanca	07	Castilla y León	DC	DC	DC	S	370016	Complejo Asistencial Universitario de Salamanca	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0737001404	370074	Hospital Los Montalvos. Complejo Asistencial Universitario de Salamanca.	37	Salamanca	07	Castilla y León	DC	DC	DC	S	370016	Complejo Asistencial Universitario de Salamanca	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0742000618	420026	Hospital Virgen del Mirón ,Complejo Asistencial de Soria	42	Soria	07	Castilla y León	DC	DC	DC	S	420040	Complejo Asistencial de Soria	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0749000895	490013	Hospital Virgen de La Concha Complejo Asistencial de Zamora	49	Zamora	07	Castilla y León	DC	DC	DC	S	490070	Complejo Asistencial de Zamora	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0749000896	490028	Hospital Provincial de Zamora Complejo Asistencial de Zamora	49	Zamora	07	Castilla y León	DC	DC	DC	S	490070	Complejo Asistencial de Zamora	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0749000897	490065	Hospital de Benavente Complejo Asistencial de Zamora	49	Zamora	07	Castilla y León	DC	DC	DC	S	490070	Complejo Asistencial de Zamora	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0709001370	090098	Hospital Santiago Apóstol	09	Burgos	07	Castilla y León	N	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	2	0	12
0709001371	090047	Hospital Recoletas de Burgos	09	Burgos	07	Castilla y León	N	02	Concierto parcial	N			N	N	2	1	0	0	0	1	0	0	0	0	1	0	1
0724001713	240135	Hospital El Bierzo	24	León	07	Castilla y León	S	01	Sin concierto	N			N	N	3	1	0	0	0	0	0	0	0	0	2	0	13
0747001319	470014	Hospital Universitario Rio Hortega	47	Valladolid	07	Castilla y León	S	01	Sin concierto	N			N	N	2	3	0	0	1	0	0	0	0	0	2	1	23
0747001312	470029	Hospital Clínico Universitario de Valladolid	47	Valladolid	07	Castilla y León	S	01	Sin concierto	N			N	N	4	3	1	3	4	0	0	3	2	1	2	0	26
	050061	Complejo Asistencial de Ávila	05	Ávila	07	Castilla y León	S	01	Sin concierto	N			S	N	3	1	0	0	0	0	0	1	0	0	2	1	24
0742001402	420051	Hospital Latorre	42	Soria	07	Castilla y León	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0747004211	470124	Hospital Casaverde Valladolid	47	Valladolid	07	Castilla y León	N	02	Concierto parcial	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0845000006	450089	Hospital Parque Marazuela	45	Toledo	08	Castilla-La Mancha	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0802000048	020061	Hospital Quironsalud Santa Cristina	02	Albacete	08	Castilla-La Mancha	N	02	Concierto parcial	N			N	N	1	2	0	0	0	0	0	0	0	0	0	0	0
0802000031	020100	Hospital Quironsalud Albacete	02	Albacete	08	Castilla-La Mancha	N	02	Concierto parcial	N			N	N	1	2	0	1	0	0	0	0	1	0	1	0	0
0802000780	020147	Hospital General de Villarrobledo	02	Albacete	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0813000450	130052	Hospital General La Mancha Centro	13	Ciudad Real	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	2	1	0	0	1	0	0	0	0	0	1	0	2
0813000577	130065	Hospital Virgen de Altagracia	13	Ciudad Real	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0813000578	130071	Hospital Santa Barbara	13	Ciudad Real	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	2	1	0	0	0	0	0	0	0	0	1	0	0
0813000584	130087	Hospital General de Valdepeñas	13	Ciudad Real	08	Castilla-La Mancha	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0813000931	130128	Hospital General de Tomelloso	13	Ciudad Real	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0819000010	190077	Instituto de Enfermedades Neurológicas de Castilla-La Mancha	19	Guadalajara	08	Castilla-La Mancha	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0819000025	190030	Hospital La Antigua	19	Guadalajara	08	Castilla-La Mancha	N	02	Concierto parcial	N			N	N	1	2	0	0	0	0	0	0	0	0	1	1	0
0819000193	190045	Clínica Doctor Sanz Vázquez	19	Guadalajara	08	Castilla-La Mancha	N	02	Concierto parcial	N			N	N	1	1	0	0	0	0	0	0	0	0	2	1	0
0845000810	450067	Hospital General Nuestra Señora del Prado	45	Toledo	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	2	1	0	1	0	0	0	0	0	0	1	1	2
0845000812	450036	Hospital Nacional de Parapléjicos	45	Toledo	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
	020019	Complejo Hospitalario de Albacete	02	Albacete	08	Castilla-La Mancha	S	01	Sin concierto	N			S	N	4	1	0	2	2	1	0	2	0	0	2	1	39
	450155	Complejo Hospitalario de Toledo	45	Toledo	08	Castilla-La Mancha	S	01	Sin concierto	N			S		8	3	0	2	2	1	0	2	2	1	2	1	40
0845000713	450113	Hospital San José Solimat	45	Toledo	08	Castilla-La Mancha	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0802000003	020096	Hospital de Hellín	02	Albacete	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0802000130	020030	Hospital General Universitario de Albacete	02	Albacete	08	Castilla-La Mancha	DC	DC	DC	S	020019	Complejo Hospitalario de Albacete	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0802000755	020136	Hospital General de Almansa	02	Albacete	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0813000583	130034	Servicios Sanitarios y Asistenciales	13	Ciudad Real	08	Castilla-La Mancha	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0816000170	160014	Hospital Virgen de La Luz	16	Cuenca	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	3	1	0	1	0	0	0	0	1	0	1	1	17
0816000342	160053	Hospital Recoletas Cuenca, S.L.U.	16	Cuenca	08	Castilla-La Mancha	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	2	1	0
0845000027	450133	Centro de Tratamiento de Drogodependientes El Alba	45	Toledo	08	Castilla-La Mancha	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0802000374	020117	Hospital Universitario Nuestra Señora del Perpetuo Socorro	02	Albacete	08	Castilla-La Mancha	DC	DC	DC	S	020019	Complejo Hospitalario de Albacete	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0802000515	020158	Centro de Atención A La Salud Mental La Milagrosa	02	Albacete	08	Castilla-La Mancha	DC	DC	DC	S	020019	Complejo Hospitalario de Albacete	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0845000003	450041	Hospital Provincial Ntra.Sra. De La Misericordia	45	Toledo	08	Castilla-La Mancha	DC	DC	DC	S	450155	Complejo Hospitalario de Toledo	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0845000704	450020	Hospital Geriátrico Virgen del Valle	45	Toledo	08	Castilla-La Mancha	DC	DC	DC	S	450155	Complejo Hospitalario de Toledo	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0819000180	190061	U.R.R. de Enfermos Psíquicos Alcohete	19	Guadalajara	08	Castilla-La Mancha	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0813000595	130127	Hospital General Universitario de Ciudad Real	13	Ciudad Real	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	3	1	0	2	1	0	0	2	3	2	1	1	41
0819000009	190019	Hospital Universitario de Guadalajara	19	Guadalajara	08	Castilla-La Mancha	S	01	Sin concierto	N			N	N	3	1	0	1	1	0	0	0	0	0	1	0	24
0813000043	130049	Hospital Quironsalud Ciudad Real	13	Ciudad Real	08	Castilla-La Mancha	N	02	Concierto parcial	N			N	N	1	2	0	1	0	0	0	0	0	0	2	1	0
0845002598	450144	Hospital Universitario de Toledo (Hut)	45	Toledo	08	Castilla-La Mancha	DC	DC	DC	S	450155	Complejo Hospitalario de Toledo	N	N	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC	DC
0845000584	450122	Hospital Quironsalud Toledo	45	Toledo	08	Castilla-La Mancha	N	02	Concierto parcial	N			N	N	1	2	0	0	0	0	0	0	1	0	1	1	0
0908005200	081094	Hospital Universitari Mutua de Terrassa	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	2	3	1	1	2	0	0	0	0	1	2	1	0
0908005261	081751	Clínica Creu Blanca	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	2	4	0	1	1	0	0	0	0	1	1	0	0
0925000576	250024	Hospital Santa Maria	25	Lleida	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	1	0	0	0	0	0	1	0	0
0908005144	080180	Hospital El Pilar	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	1	2	0	1	1	0	0	0	0	0	1	1	0
0908005175	080692	Hospital de Berga	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	9
0908005231	081458	Aptima Centre Clinic - Mutua de Terrassa	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	1	1	0	1	0	0	0	0	0	0	2	0	0
0908005251	081672	Hospital Sanitas Cima	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	1	1	0	1	0	1	0	0	0	0	1	1	0
0908005169	080044	Hospital Clinic de Barcelona, Seu Sabino de Arana	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	1	0	0	0	0	0	0	0	0	1	0	0
0908005159	080116	Fremap, Hospital de Barcelona	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
0908005161	080142	Clínica Mc Copernic	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
0908005166	080168	Hospital Egarsat Sant Honorat	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
0908005154	080174	Hospital Dos de Maig	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	0	0	0
0908005135	080673	Hospital Municipal de Badalona	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0908005196	081038	Hospital Residencia Sant Camil - Consorci Sanitari de L'Alt Penedés I Garraf	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0908005210	081141	Hospital de Viladecans	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0943000760	430167	Hospital de Tortosa Vergé de La Cinta	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0908005268	080155	Clínica Mc Londres	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005176	080706	Hospital Comarcal Sant Jaume de Calella	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0908005198	081056	Centres Assistencials Dr. Emili Mira I López (Recinte Torribera).	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005199	081081	Hospital de Sant Llatzer	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005240	081580	Antic Hospital de Sant Jaume I Santa Magdalena	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005247	081649	Hospital Sociosanitari Pere Virgili	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005228	081728	Hospital General Penitenciari	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005242	081739	Centre Sociosanitari de L'Hospitalet - Consorci Sanitari Integral	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000808	170101	Hospital de Sant Jaume	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000817	170216	Hospital Psiquiatric	17	Girona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000822	170221	Residencia de Gent Gran Puig D'En Roca	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0917000823	170237	Hospital Comarcal de Blanes	17	Girona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0917000829	170323	Centre Sociosanitari Parc Hospitalari Marti I Julia	17	Girona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0925000581	250138	Centre Sanitari del Solsones, F.P.C.	25	Lleida	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0943000759	430189	Clínica Terres de L'Ebre	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	1	0	0
0943000766	430252	Hospital Comarcal D'Amposta	43	Tarragona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	0	0
0908005260	081795	Centre Sociosanitari Ricard Fortuny	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005164	080312	Nou Hospital Evangelic	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005173	080333	Institut Guttmann	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005136	080351	Hestia Palau.	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005141	080543	Hestia Duran I Reynals	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005146	080556	Serveis Clinics, S.A.	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005157	080641	Clínica Planas	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	1	1	0
0908005182	080787	Fundacio Sanitaria Sant Josep	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005186	080832	Clínica Sant Josep	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
0908005187	080885	Germanes Hospitalaries. Hospital Sagrat Cor	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005192	080977	Benito Menni, Complex Assistencial En Salut Mental	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005193	080983	Parc Sanitari Sant Joan de Deu - Recinte Sant Boi.	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005194	081000	Hospital de Sant Celoni.	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	0	0	0	1	0	0
0908005197	081069	Fundacio Hospital de L'Esperit Sant	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	0	0	0	0	0	0	0	0	0	1	1	0
0908005203	081120	Hospital de La Santa Creu	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005215	081192	Centre Sociosanitari Can Torras	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005213	081228	Prytanis Sant Boi Centre Sociosanitari	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005219	081287	Residencia L'Estada	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005218	081304	Residencia Puig-Reig	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005221	081350	Centre Polivalent Can Fosc	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005225	081379	Hospital Sociosanitari Mutuam Güell	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005232	081483	Sar Mont Marti	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005236	081568	Ita Canet	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005238	081574	Clínica Lluria	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005241	081593	Parc Sanitari Sant Joan de Deu - Numancia	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005243	081605	Prytanis Hospitalet Centre Sociosanitari	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005226	081616	Comunitat Terapéutica Arenys de Munt	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005252	081683	Parc Sanitari Sant Joan de Deu - App - 1	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005245	081706	Centre Collserola Mutual	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005255	081717	Centre Sociosanitari Sarquavitae Sant Jordi	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005259	081740	Centro Residencial Domusvi La Salut Josep Servat.	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005162	080348	Fundacio Puigvert - Iuna	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	1	1	0	3	2	0	0	0	1	0	0	45
0908005168	080214	Hospital Sant Rafael	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0908005139	080386	Clínica Tres Torres	08	Barcelona	09	Cataluña	N	01	Sin concierto	N			N	N	1	1	0	0	0	1	0	0	0	0	1	1	0
0908005179	080734	Hospital General de Granollers.	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	2	1	0	0	0	0	0	0	0	1	2	1	0
0908005273	082012	Hospital Quirón Salud del Valles - Clínica del Valles	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	1	2	0	0	0	0	0	0	0	0	0	1	0
0908005149	082167	Clínica Diagonal	08	Barcelona	09	Cataluña	S	01	Sin concierto	N			N	N	2	4	0	0	0	0	0	0	0	0	3	1	0
0917000812	170031	Clínica Bofill	17	Girona	09	Cataluña	S	01	Sin concierto	N			N	N	0	1	0	0	0	0	0	0	0	1	1	1	0
0925000575	250058	Clínica Perpetuo Socorro de Lérida, Grupo Ha, Slu	25	Lleida	09	Cataluña	N	01	Sin concierto	N			N	N	1	1	0	0	0	0	0	0	0	0	1	1	0
0943000754	430043	Hospital de Sant Pau I Santa Tecla	43	Tarragona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	1	2	0	0	0	0	0	0	0	0	1	2	0
0943000764	430213	Policlínica Comarcal del Vendrell.	43	Tarragona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	1	2	0	0	0	0	0	0	0	0	1	1	0
0908005265	081762	Hestia Gracia	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005269	081830	Centre Sociosanitari Blauclinic Dolors Aleu	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005271	081896	Centre Social I Sanitari Frederica Montseny	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005275	081931	Centre Sociosanitari Sant Jordi de La Vall D'Hebron	08	Barcelona	09	Cataluña	S	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
0908005272	081964	Unitat Polivalent Salut Mental Barcelona-Nord	08	Barcelona	09	Cataluña	N	031	Red de utilización pública (RUP)	N			N	N	0	0	0	0	0	0	0	0	0	0	0	0	0
